fashionDesigner,designer_name
http://www.wikidata.org/entity/Q65127476,Luigi Bianchi
http://www.wikidata.org/entity/Q65128019,Alberto Dalcò
http://www.wikidata.org/entity/Q65146092,Pathé'O
http://www.wikidata.org/entity/Q65196157,Mira Brtka
http://www.wikidata.org/entity/Q65207598,Q65207598
http://www.wikidata.org/entity/Q65278515,Layra Hisaki
http://www.wikidata.org/entity/Q65322433,Melanie de Vales Rafael
http://www.wikidata.org/entity/Q65455967,Patience Torlowei
http://www.wikidata.org/entity/Q65548439,Christian Francis Roth
http://www.wikidata.org/entity/Q65553640,E. M. A. Steinmetz
http://www.wikidata.org/entity/Q65560035,Yvonne Davidson
http://www.wikidata.org/entity/Q65640372,Khushali Kumar
http://www.wikidata.org/entity/Q65659823,Luis Galindo
http://www.wikidata.org/entity/Q65681208,Sophia Jade
http://www.wikidata.org/entity/Q65704423,Konstantin Gayday
http://www.wikidata.org/entity/Q65924996,Lisa D.
http://www.wikidata.org/entity/Q65929281,Mak Tumang
http://www.wikidata.org/entity/Q65938690,Ophelia Crossland
http://www.wikidata.org/entity/Q65953039,Ken Scott
http://www.wikidata.org/entity/Q65953058,Giovanni Fercioni
http://www.wikidata.org/entity/Q65953062,Ersilia Savina Rodante
http://www.wikidata.org/entity/Q65953063,Cleo Romagnoli
http://www.wikidata.org/entity/Q65953068,Eleonora Garnett
http://www.wikidata.org/entity/Q65953248,Franco Bertoli
http://www.wikidata.org/entity/Q65953619,Reni Folawiyo
http://www.wikidata.org/entity/Q65954024,Maria Gallia
http://www.wikidata.org/entity/Q65956552,Mai Fakhry
http://www.wikidata.org/entity/Q66109851,Sandy Fife Wilson
http://www.wikidata.org/entity/Q66119468,Céline Semaan Vernon
http://www.wikidata.org/entity/Q66119615,BerriBlue
http://www.wikidata.org/entity/Q66123086,Mitzy
http://www.wikidata.org/entity/Q66124231,Lisa Von Tang
http://www.wikidata.org/entity/Q66142219,Jimmie Carole Fife Stewart
http://www.wikidata.org/entity/Q66287008,Tachi Castillo
http://www.wikidata.org/entity/Q66391763,Sofia Achaval de Montaigu
http://www.wikidata.org/entity/Q66585032,Tsukumo Igarashi
http://www.wikidata.org/entity/Q66692880,Stéphanie Alastra
http://www.wikidata.org/entity/Q66764722,Jared Lehr
http://www.wikidata.org/entity/Q66816485,Blondey McCoy
http://www.wikidata.org/entity/Q66898226,Lucien Pellat-Finet
http://www.wikidata.org/entity/Q67071049,Judith Fletcher
http://www.wikidata.org/entity/Q67077374,Rafael Herrera
http://www.wikidata.org/entity/Q67077380,Enrique Ollero
http://www.wikidata.org/entity/Q67088067,Enhle Mbali Maphumulo
http://www.wikidata.org/entity/Q67136955,Frederick Scholte
http://www.wikidata.org/entity/Q67137189,Ji Eon Kang
http://www.wikidata.org/entity/Q67140823,René Bégué
http://www.wikidata.org/entity/Q67153381,Hanna Musiolek
http://www.wikidata.org/entity/Q67163161,Eta Hentz
http://www.wikidata.org/entity/Q67163461,Stephen Bruce
http://www.wikidata.org/entity/Q67163941,Tess Sholom
http://www.wikidata.org/entity/Q67183092,Sidsel Kjøller Damkjær
http://www.wikidata.org/entity/Q67214604,Olga di Grésy
http://www.wikidata.org/entity/Q67285479,Svitlana Bevza
http://www.wikidata.org/entity/Q67590273,Beverly Marsh
http://www.wikidata.org/entity/Q67605648,Sonya Soltes
http://www.wikidata.org/entity/Q67605878,Sally Milgrim
http://www.wikidata.org/entity/Q67608305,Gabriele Knecht
http://www.wikidata.org/entity/Q67621834,Ditte Reffstrup
http://www.wikidata.org/entity/Q67702667,John Kloss
http://www.wikidata.org/entity/Q67892465,Ronald Kolodzie
http://www.wikidata.org/entity/Q67894608,Bruno Piatelli
http://www.wikidata.org/entity/Q67967010,Joan Vass
http://www.wikidata.org/entity/Q67993923,King Cassie
http://www.wikidata.org/entity/Q68125263,Madeleine Wallis
http://www.wikidata.org/entity/Q68147800,Dror Kontento
http://www.wikidata.org/entity/Q68577105,Jytte Meilvang
http://www.wikidata.org/entity/Q68585332,Ida Klamborn
http://www.wikidata.org/entity/Q68592815,Jan Taminau
http://www.wikidata.org/entity/Q68617872,Helen Cookman
http://www.wikidata.org/entity/Q68653510,Jared Lehr
http://www.wikidata.org/entity/Q69126832,Louise Trotter
http://www.wikidata.org/entity/Q69141065,Jo Copeland
http://www.wikidata.org/entity/Q69364261,Arthur Falkenstein
http://www.wikidata.org/entity/Q69364482,Jacques Tiffeau
http://www.wikidata.org/entity/Q69818502,Loredana Pavone
http://www.wikidata.org/entity/Q69818677,Vita Noberasco
http://www.wikidata.org/entity/Q70101608,María Escoté
http://www.wikidata.org/entity/Q70473487,Natali Germanotta
http://www.wikidata.org/entity/Q70529283,Elaine Post
http://www.wikidata.org/entity/Q70571698,Aisha Ayensu
http://www.wikidata.org/entity/Q70607284,Jordi Dalmau
http://www.wikidata.org/entity/Q70629078,Sybilla
http://www.wikidata.org/entity/Q70634381,Mark Mooring
http://www.wikidata.org/entity/Q70702873,Heidi Weisel
http://www.wikidata.org/entity/Q70780051,Carmelo Pomodoro
http://www.wikidata.org/entity/Q71228817,Ashcharya Peiris
http://www.wikidata.org/entity/Q71794911,Elfriede Fischinger
http://www.wikidata.org/entity/Q71966524,Františka Inka Bálková
http://www.wikidata.org/entity/Q71977385,Charlene Akuamoah
http://www.wikidata.org/entity/Q72060292,Toni Schiesser
http://www.wikidata.org/entity/Q72101419,Joline Jolink
http://www.wikidata.org/entity/Q72758937,Camiel Fortgens
http://www.wikidata.org/entity/Q72980858,Bettina Spitz
http://www.wikidata.org/entity/Q73025927,Dumebi Iyamah
http://www.wikidata.org/entity/Q73180483,Elikem Kumordzie
http://www.wikidata.org/entity/Q73355057,Ida Kuranda
http://www.wikidata.org/entity/Q73361289,Ernestine Spitzer
http://www.wikidata.org/entity/Q73411548,Wim van der Doef
http://www.wikidata.org/entity/Q73412789,Mia Andrésen
http://www.wikidata.org/entity/Q73482980,Mindy Scheier
http://www.wikidata.org/entity/Q73502226,Zdeňka Housková
http://www.wikidata.org/entity/Q73604963,Susanna Perini
http://www.wikidata.org/entity/Q74133961,Carmen Rión
http://www.wikidata.org/entity/Q74600592,Hernán Zajar
http://www.wikidata.org/entity/Q74805910,Q74805910
http://www.wikidata.org/entity/Q75274479,Miguel Ferreras
http://www.wikidata.org/entity/Q75328043,Allegra Hicks
http://www.wikidata.org/entity/Q75333151,Lady Sophia Hamilton
http://www.wikidata.org/entity/Q75368847,Princess Annie-Laurie von Auersperg
http://www.wikidata.org/entity/Q75519590,Wolfgang Ley
http://www.wikidata.org/entity/Q75521538,Serena Wendell
http://www.wikidata.org/entity/Q75634385,Selina Blow
http://www.wikidata.org/entity/Q75679850,Kristen Doute
http://www.wikidata.org/entity/Q75904257,Comtesse Nolwen de Janzé
http://www.wikidata.org/entity/Q76075024,Belinda Bellville
http://www.wikidata.org/entity/Q76148597,Catherine I. A. Kidston
http://www.wikidata.org/entity/Q76283345,Sōichirō Itō
http://www.wikidata.org/entity/Q76335086,Nana Kwasi Wiafe
http://www.wikidata.org/entity/Q76494755,Patrizia Suzzi
http://www.wikidata.org/entity/Q76528385,Kerstin Boulonger
http://www.wikidata.org/entity/Q76692836,Ruchika Pandey
http://www.wikidata.org/entity/Q76823763,Santiago Artemis
http://www.wikidata.org/entity/Q76943170,Patrice Hellberg
http://www.wikidata.org/entity/Q76987608,Tilly Walnes
http://www.wikidata.org/entity/Q77284712,Lena Liljegren
http://www.wikidata.org/entity/Q77357386,Dejzi
http://www.wikidata.org/entity/Q77388051,Selam Fessahaye
http://www.wikidata.org/entity/Q77481293,Arthur McGee
http://www.wikidata.org/entity/Q77848398,Marie-Berthe Montagne Roux
http://www.wikidata.org/entity/Q78071654,Fred Spillmann
http://www.wikidata.org/entity/Q78128595,Macario Jiménez
http://www.wikidata.org/entity/Q78162389,Schepers Bosman
http://www.wikidata.org/entity/Q78167816,Victor Joris
http://www.wikidata.org/entity/Q78171792,Willy Chavarria
http://www.wikidata.org/entity/Q78173159,Tyson Yoshi
http://www.wikidata.org/entity/Q78332517,Jos Leeger
http://www.wikidata.org/entity/Q78612883,Palesa Mokubung
http://www.wikidata.org/entity/Q78630882,Félix Poussineau
http://www.wikidata.org/entity/Q78909883,Ashna Mehta
http://www.wikidata.org/entity/Q79009998,Sonia Carrasco
http://www.wikidata.org/entity/Q79051004,Miyuki Uramune
http://www.wikidata.org/entity/Q80432036,Mahlet Afework
http://www.wikidata.org/entity/Q80638426,Jessica Rich
http://www.wikidata.org/entity/Q81228011,Nik Kacy
http://www.wikidata.org/entity/Q81228012,Og Okonkwo
http://www.wikidata.org/entity/Q81590944,Tanjim Haque
http://www.wikidata.org/entity/Q81753599,Peggy Hamilton
http://www.wikidata.org/entity/Q81753687,Joselyn Cano
http://www.wikidata.org/entity/Q81914557,Leidy Felicia Pérez
http://www.wikidata.org/entity/Q82051779,Makis Tselios
http://www.wikidata.org/entity/Q82330315,Jill Richards
http://www.wikidata.org/entity/Q82569935,Karim Adduchi
http://www.wikidata.org/entity/Q82571168,Fatiha El-Hajoui
http://www.wikidata.org/entity/Q83795584,Iris Czienskowski
http://www.wikidata.org/entity/Q83842637,Kaisu Heikkilä
http://www.wikidata.org/entity/Q83851595,Nicola Bramigk
http://www.wikidata.org/entity/Q83947125,Farnaz Abdoli
http://www.wikidata.org/entity/Q83955884,DJ Nu Kidd
http://www.wikidata.org/entity/Q84008909,Mark Zunino
http://www.wikidata.org/entity/Q84323645,Ecco2K
http://www.wikidata.org/entity/Q84349774,Tamara Mascara
http://www.wikidata.org/entity/Q84498509,Nickie Isaksen
http://www.wikidata.org/entity/Q84498678,Ghitta Laskrouiff
http://www.wikidata.org/entity/Q84570051,Joaquim Beleta
http://www.wikidata.org/entity/Q84593642,Inge Konijn
http://www.wikidata.org/entity/Q84593791,Saïd Mahrouf
http://www.wikidata.org/entity/Q84594576,Pierre-Antoine Vettorello
http://www.wikidata.org/entity/Q84938035,Lucinda Chambers
http://www.wikidata.org/entity/Q85030978,Isabel Cabanillas
http://www.wikidata.org/entity/Q85093842,Beat Breitenstein
http://www.wikidata.org/entity/Q85160197,Ruma Devi Kumawat
http://www.wikidata.org/entity/Q85305871,Kirill Luschinsky
http://www.wikidata.org/entity/Q85332003,Angel Grave
http://www.wikidata.org/entity/Q85485959,Anna-Liisa Nieminen
http://www.wikidata.org/entity/Q85672931,María Capulino-Lanuza Pérez
http://www.wikidata.org/entity/Q85678880,Minju Kim
http://www.wikidata.org/entity/Q85756857,Diego Montoya
http://www.wikidata.org/entity/Q85877053,Rose Palhares
http://www.wikidata.org/entity/Q85991402,Harry Darsono
http://www.wikidata.org/entity/Q85997509,katrin potlova
http://www.wikidata.org/entity/Q85999413,Noor Damen
http://www.wikidata.org/entity/Q86084864,Yulia Yefimtchuk
http://www.wikidata.org/entity/Q86735830,Elja Lintsen
http://www.wikidata.org/entity/Q86740963,Florence Coenraets
http://www.wikidata.org/entity/Q86741192,Zhor Raïs
http://www.wikidata.org/entity/Q86741197,Zineb Joundy
http://www.wikidata.org/entity/Q86741915,Bonne Reijn
http://www.wikidata.org/entity/Q86742203,Duran Lantink
http://www.wikidata.org/entity/Q86742379,Alessandro Trincone
http://www.wikidata.org/entity/Q86751585,Odette Barsa
http://www.wikidata.org/entity/Q87069980,Renaud Pellegrino
http://www.wikidata.org/entity/Q87096092,Heddi Hirsch
http://www.wikidata.org/entity/Q87130314,Thaiboy Digital
http://www.wikidata.org/entity/Q87194143,Alice Potts
http://www.wikidata.org/entity/Q87240921,Kaila Methven
http://www.wikidata.org/entity/Q87296289,Elena Velez
http://www.wikidata.org/entity/Q87298247,Ross Laycock
http://www.wikidata.org/entity/Q87343804,Ursula Fehlig
http://www.wikidata.org/entity/Q87349185,Grit Seymour
http://www.wikidata.org/entity/Q87474481,Bettina Kletzsch
http://www.wikidata.org/entity/Q87479369,Pierre Grisot
http://www.wikidata.org/entity/Q87546239,Satoshi Kondo
http://www.wikidata.org/entity/Q87610482,Li Xiaofeng
http://www.wikidata.org/entity/Q87668335,Bibi van der Velden
http://www.wikidata.org/entity/Q87758054,Eyerusalem Jiregna
http://www.wikidata.org/entity/Q88062192,Rina Dhaka
http://www.wikidata.org/entity/Q88098903,Alisa Zlatarević
http://www.wikidata.org/entity/Q88162494,Maria Adelaide Giuseppa Nielli
http://www.wikidata.org/entity/Q88592566,Jenny Polanco
http://www.wikidata.org/entity/Q88839382,Carolina Santo Domingo
http://www.wikidata.org/entity/Q88999620,Jishad Shamsudeen
http://www.wikidata.org/entity/Q89134100,Tamás Náray
http://www.wikidata.org/entity/Q89143298,Stephen West
http://www.wikidata.org/entity/Q89207910,Maurice Levin
http://www.wikidata.org/entity/Q89348160,Marjut Rahkola
http://www.wikidata.org/entity/Q89353460,Tatiana Czekalska
http://www.wikidata.org/entity/Q89465759,Ito Curata
http://www.wikidata.org/entity/Q89815608,Monica E. Brown
http://www.wikidata.org/entity/Q89899369,Kitzia Mitre
http://www.wikidata.org/entity/Q89899458,Roby Checa
http://www.wikidata.org/entity/Q90045774,David Dalrymple
http://www.wikidata.org/entity/Q90395274,Pavel Berky
http://www.wikidata.org/entity/Q90402981,Kim Or Azulay
http://www.wikidata.org/entity/Q90674986,Label
http://www.wikidata.org/entity/Q90708854,Rebecca Moses
http://www.wikidata.org/entity/Q90790321,Marisol Deluna
http://www.wikidata.org/entity/Q90803203,Joy Crizildaa
http://www.wikidata.org/entity/Q90992858,Alona Leoine
http://www.wikidata.org/entity/Q91245441,Gordon Henderson
http://www.wikidata.org/entity/Q91491836,Eder Aurre
http://www.wikidata.org/entity/Q91679908,Ekaterine Abuladze
http://www.wikidata.org/entity/Q92068562,Yevgenya Federovna Solovyeva
http://www.wikidata.org/entity/Q92219831,June Ambrose
http://www.wikidata.org/entity/Q92584371,Lisa Miková
http://www.wikidata.org/entity/Q92914922,Richard Nott
http://www.wikidata.org/entity/Q93267024,Jay Jason Jaxon
http://www.wikidata.org/entity/Q93404173,Jimmy Webb
http://www.wikidata.org/entity/Q93590955,Ituen Basi
http://www.wikidata.org/entity/Q93697717,Miguel Ángel Vergara
http://www.wikidata.org/entity/Q93796790,Apu Jan
http://www.wikidata.org/entity/Q93847215,Josefina Bakošová
http://www.wikidata.org/entity/Q93928319,Gracie
http://www.wikidata.org/entity/Q94199004,Svenbörje Gaborn
http://www.wikidata.org/entity/Q94370396,Michel Gran
http://www.wikidata.org/entity/Q94407689,Shade Thomas-Fahm
http://www.wikidata.org/entity/Q94421973,Fridl Loos
http://www.wikidata.org/entity/Q94438337,Diego Dolcini
http://www.wikidata.org/entity/Q94508474,Sophia Schneider-Esleben
http://www.wikidata.org/entity/Q94517091,Lucy de Barbin
http://www.wikidata.org/entity/Q94531809,Jade Rawa
http://www.wikidata.org/entity/Q94629113,Alice Dunn Adler
http://www.wikidata.org/entity/Q94640068,Wilson Folmar
http://www.wikidata.org/entity/Q94741379,Emmy Schoch
http://www.wikidata.org/entity/Q94834335,Johann Kranzberger
http://www.wikidata.org/entity/Q94859047,Werner Wunderlich
http://www.wikidata.org/entity/Q94874982,Margarete Schulze
http://www.wikidata.org/entity/Q94875114,Norbert Jutschenka
http://www.wikidata.org/entity/Q94910268,Roland Pleterski
http://www.wikidata.org/entity/Q94998305,Pinella Passaro
http://www.wikidata.org/entity/Q95001585,Elisa Bracci
http://www.wikidata.org/entity/Q95007583,Ludwig Kirschner
http://www.wikidata.org/entity/Q95087171,Táňa Havlíčková
http://www.wikidata.org/entity/Q95087461,Libuše Vendlová
http://www.wikidata.org/entity/Q95093963,Petra Páchová
http://www.wikidata.org/entity/Q95110793,Markéta Urbanová
http://www.wikidata.org/entity/Q95120463,Stefania Finkelshtein
http://www.wikidata.org/entity/Q95152724,Kateřina Plamitzerová
http://www.wikidata.org/entity/Q95153439,Jana Máchalová
http://www.wikidata.org/entity/Q95157252,Lenka Slámová
http://www.wikidata.org/entity/Q95166892,Michal Švarc
http://www.wikidata.org/entity/Q95168997,Alexandra Hejlová
http://www.wikidata.org/entity/Q95170406,Liběna Rochová-Svobodová
http://www.wikidata.org/entity/Q95187939,Leonie Leuenberger
http://www.wikidata.org/entity/Q95188285,Riccarda Merten-Eicher
http://www.wikidata.org/entity/Q95188553,Maria Miottke
http://www.wikidata.org/entity/Q95190977,Elis Werthamer
http://www.wikidata.org/entity/Q95192345,Vera Berg
http://www.wikidata.org/entity/Q95200992,Natalie Bayer
http://www.wikidata.org/entity/Q95202135,Kim Schimpfle
http://www.wikidata.org/entity/Q95202550,Karin Simon
http://www.wikidata.org/entity/Q97920131,Jørgen Nørgaard
http://www.wikidata.org/entity/Q97930288,Purcell Jones
http://www.wikidata.org/entity/Q97933169,Darcey Silva
http://www.wikidata.org/entity/Q97958719,Ziya Ertekin
http://www.wikidata.org/entity/Q97988103,Prasantt Ghosh
http://www.wikidata.org/entity/Q97995496,Mari McCabe
http://www.wikidata.org/entity/Q98115335,Eddy Betty
http://www.wikidata.org/entity/Q98127353,Bernard Laméris
http://www.wikidata.org/entity/Q98153226,Esme Young
http://www.wikidata.org/entity/Q98268640,Marjatta Heikkilä-Rastas
http://www.wikidata.org/entity/Q98382515,Ella Emhoff
http://www.wikidata.org/entity/Q98398253,Betty David
http://www.wikidata.org/entity/Q98822184,Maryna Rybalko
http://www.wikidata.org/entity/Q98822325,Marie Nunziante
http://www.wikidata.org/entity/Q98828242,Elena Gregusova
http://www.wikidata.org/entity/Q98835671,Lirika Matoshi
http://www.wikidata.org/entity/Q98848166,Adolf Wilhelm Schack
http://www.wikidata.org/entity/Q98862860,Sarah Jay
http://www.wikidata.org/entity/Q98962767,Hazel Rodney Blackman
http://www.wikidata.org/entity/Q99132849,Teuta Matoshi
http://www.wikidata.org/entity/Q99215645,Maya Pixelskaya
http://www.wikidata.org/entity/Q99395310,Douglas Stuart
http://www.wikidata.org/entity/Q99395368,Stephanie Müller
http://www.wikidata.org/entity/Q99477785,Marite Mastina
http://www.wikidata.org/entity/Q99478189,Bruno Birmanis
http://www.wikidata.org/entity/Q99478791,Iveta Karklina-Viksne
http://www.wikidata.org/entity/Q99482191,Rolands Peterkops
http://www.wikidata.org/entity/Q99527402,Marina Toybina
http://www.wikidata.org/entity/Q99529091,Nelson Enwerem
http://www.wikidata.org/entity/Q99572935,Adejoke Lasisi
http://www.wikidata.org/entity/Q99578171,Gerhard Weber
http://www.wikidata.org/entity/Q99615223,Yemi Osunkoya
http://www.wikidata.org/entity/Q99753199,Gregory Herman
http://www.wikidata.org/entity/Q99930841,Keith Hufnagel
http://www.wikidata.org/entity/Q100138140,Yakolo Indimi
http://www.wikidata.org/entity/Q100249843,Sita Abellán
http://www.wikidata.org/entity/Q100269558,Tabitha Simmons
http://www.wikidata.org/entity/Q100324415,Estrella Rivas Franco
http://www.wikidata.org/entity/Q100382939,Beata Rajská
http://www.wikidata.org/entity/Q100408480,Calleen Cordero
http://www.wikidata.org/entity/Q100462257,Ina Trifonova
http://www.wikidata.org/entity/Q100707887,Kaveri Lalchand
http://www.wikidata.org/entity/Q100889738,Badara N'Diaye
http://www.wikidata.org/entity/Q100980533,Michelle Smith
http://www.wikidata.org/entity/Q101064817,Marta de Wit
http://www.wikidata.org/entity/Q101084484,Nalini Sriram
http://www.wikidata.org/entity/Q101085725,Abbas Kaijuka
http://www.wikidata.org/entity/Q101094278,Poornima Ramaswamy
http://www.wikidata.org/entity/Q101111175,Amritha Ram
http://www.wikidata.org/entity/Q101114981,Eka Lakhani
http://www.wikidata.org/entity/Q101243324,Komal Shahani
http://www.wikidata.org/entity/Q101250888,Uthara Menon
http://www.wikidata.org/entity/Q101413222,Anu Parthasarathy
http://www.wikidata.org/entity/Q101414360,Soňa Hlaváčková
http://www.wikidata.org/entity/Q101421709,Nicole Merenda
http://www.wikidata.org/entity/Q101437273,Anu Vardhan
http://www.wikidata.org/entity/Q101611457,Dennis Klaverweide
http://www.wikidata.org/entity/Q101627961,Sepehr Maghsoudi
http://www.wikidata.org/entity/Q102035709,Lies Mertens
http://www.wikidata.org/entity/Q102114320,Zowie Broach
http://www.wikidata.org/entity/Q102114384,Brian Kirkby
http://www.wikidata.org/entity/Q102168893,Sandra Mansour
http://www.wikidata.org/entity/Q102184071,Marie Wallin
http://www.wikidata.org/entity/Q102225736,Supriya Lele
http://www.wikidata.org/entity/Q102228522,Anna Jewsbury
http://www.wikidata.org/entity/Q102247750,Saki Iwashima
http://www.wikidata.org/entity/Q102350965,Kateřina Šmejkalová
http://www.wikidata.org/entity/Q102888017,Marielle Fleury
http://www.wikidata.org/entity/Q103447653,Yoon Ahn
http://www.wikidata.org/entity/Q104003891,Tako Mekvabidze
http://www.wikidata.org/entity/Q104042388,Felisa Pinto
http://www.wikidata.org/entity/Q104080749,Martine Rose
http://www.wikidata.org/entity/Q104135742,Marc Audibet
http://www.wikidata.org/entity/Q104148913,Pallavi Aggarwal
http://www.wikidata.org/entity/Q104150712,Frederick Weston
http://www.wikidata.org/entity/Q104157425,Aidah Amatstam
http://www.wikidata.org/entity/Q104173678,Božena Rothmayerová
http://www.wikidata.org/entity/Q104213811,Nimi Ponnudurai
http://www.wikidata.org/entity/Q104247121,Lisa Lang
http://www.wikidata.org/entity/Q104252987,Frederic Castet
http://www.wikidata.org/entity/Q104412910,Cinzia Ruggeri
http://www.wikidata.org/entity/Q104414325,Gérard Pipart
http://www.wikidata.org/entity/Q104414820,Mia Fonssagrives-Solow
http://www.wikidata.org/entity/Q104418403,Kaya Dorey
http://www.wikidata.org/entity/Q104422764,Q104422764
http://www.wikidata.org/entity/Q104440566,Kristine Crabb
http://www.wikidata.org/entity/Q104532454,Beatrice Looi
http://www.wikidata.org/entity/Q104533980,RedisPolly
http://www.wikidata.org/entity/Q104587894,Andre Oliver
http://www.wikidata.org/entity/Q104599880,Karolina Zmarlak
http://www.wikidata.org/entity/Q104628016,Paria Farzaneh
http://www.wikidata.org/entity/Q104701321,Kaisik Wong
http://www.wikidata.org/entity/Q104705408,Kate Sylvester
http://www.wikidata.org/entity/Q104723884,Glenn Martens
http://www.wikidata.org/entity/Q104750824,Nina Parker
http://www.wikidata.org/entity/Q104762416,Angela Renee Simmons
http://www.wikidata.org/entity/Q104772212,Stephanie D'heygere
http://www.wikidata.org/entity/Q104796773,Harris Reed
http://www.wikidata.org/entity/Q104797257,Ninamounah Langestraat
http://www.wikidata.org/entity/Q104831838,Aline Cohen
http://www.wikidata.org/entity/Q104845489,Madhu Jain
http://www.wikidata.org/entity/Q104846770,Zane One
http://www.wikidata.org/entity/Q104862197,George Sully
http://www.wikidata.org/entity/Q104864946,Jotaro Saito
http://www.wikidata.org/entity/Q104878679,Mery Racauchi
http://www.wikidata.org/entity/Q104888120,Elisabeth Stray Pedersen
http://www.wikidata.org/entity/Q104902562,Mihai Albu
http://www.wikidata.org/entity/Q105037585,Q105037585
http://www.wikidata.org/entity/Q105047575,Martha Luna
http://www.wikidata.org/entity/Q105061527,Sarah Haoda Todd
http://www.wikidata.org/entity/Q105076449,Natasha Dalal
http://www.wikidata.org/entity/Q105152867,Antonio Grimaldi
http://www.wikidata.org/entity/Q105171648,Dolly Jain
http://www.wikidata.org/entity/Q105199745,Q105199745
http://www.wikidata.org/entity/Q105216254,Monika Tilley
http://www.wikidata.org/entity/Q105241321,Elana Caplan
http://www.wikidata.org/entity/Q105324672,Ute Lindner
http://www.wikidata.org/entity/Q105336847,Dorothy Overall
http://www.wikidata.org/entity/Q105345721,Chika Riznia
http://www.wikidata.org/entity/Q105359597,Madhu Jain
http://www.wikidata.org/entity/Q105380765,Ka Oskar Ly
http://www.wikidata.org/entity/Q105438512,MLMA
http://www.wikidata.org/entity/Q105468656,Hatta Dolmat
http://www.wikidata.org/entity/Q105475336,Antun Tin Brišar
http://www.wikidata.org/entity/Q105532379,Ervin Latimer
http://www.wikidata.org/entity/Q105565504,Sally Torpey
http://www.wikidata.org/entity/Q105565606,Jaime Xie
http://www.wikidata.org/entity/Q105595202,Marlon Gobel
http://www.wikidata.org/entity/Q105597756,Tamaki
http://www.wikidata.org/entity/Q105637789,Doron Ashkenazi
http://www.wikidata.org/entity/Q105641800,Kim Smiley
http://www.wikidata.org/entity/Q105670239,Bariq Cobbs
http://www.wikidata.org/entity/Q105672918,Jolanda Thaler
http://www.wikidata.org/entity/Q105686420,Olivia Ghezzi Perego
http://www.wikidata.org/entity/Q105701039,Philippe Venet
http://www.wikidata.org/entity/Q105756627,Olga Bulbenkova
http://www.wikidata.org/entity/Q105759059,Rajeshwari Kumari
http://www.wikidata.org/entity/Q105759187,Mary Ann Scherr
http://www.wikidata.org/entity/Q105806322,Alexander White
http://www.wikidata.org/entity/Q105811152,Ben Farrales
http://www.wikidata.org/entity/Q105811792,Malvika Raj
http://www.wikidata.org/entity/Q105834802,Prime
http://www.wikidata.org/entity/Q105836450,Ada Masotti
http://www.wikidata.org/entity/Q105945693,Martijn Nekoui
http://www.wikidata.org/entity/Q105963289,Elies Alias
http://www.wikidata.org/entity/Q105963667,Jan Kamphuis
http://www.wikidata.org/entity/Q105965330,Christina Ng
http://www.wikidata.org/entity/Q105970598,Raja Nadia Sabrina
http://www.wikidata.org/entity/Q105970641,Datin Vivy Yusof
http://www.wikidata.org/entity/Q106032634,Radmila Lolly
http://www.wikidata.org/entity/Q106041965,Emilia Hernesniemi
http://www.wikidata.org/entity/Q106070984,Anna Avantie
http://www.wikidata.org/entity/Q106098263,Aleksandrs Pavlovs
http://www.wikidata.org/entity/Q106103194,Peter George d'Angelino Tap
http://www.wikidata.org/entity/Q106109788,Vikram Phadnis
http://www.wikidata.org/entity/Q106150098,Mademoiselle Félicie
http://www.wikidata.org/entity/Q106151763,Tytti Thusberg
http://www.wikidata.org/entity/Q106151771,Madeleine Laferrière
http://www.wikidata.org/entity/Q106196010,Kenneth Ize
http://www.wikidata.org/entity/Q106230036,Debra Rapoport
http://www.wikidata.org/entity/Q106236190,Talwinder Singh
http://www.wikidata.org/entity/Q106250856,Lois Bewley
http://www.wikidata.org/entity/Q106282844,Natasha Museveni Karugire
http://www.wikidata.org/entity/Q106318387,Betty Brader-Ashley
http://www.wikidata.org/entity/Q106318405,Jadwiga Szmidt
http://www.wikidata.org/entity/Q106346426,Katinka Swanström
http://www.wikidata.org/entity/Q106351075,Margareta Westberg
http://www.wikidata.org/entity/Q106357101,Jane Wikström
http://www.wikidata.org/entity/Q106357134,Linnéa Braun
http://www.wikidata.org/entity/Q106415275,Sandra Hagelstam
http://www.wikidata.org/entity/Q106432022,Roopaak
http://www.wikidata.org/entity/Q106434667,Tanya Taylor
http://www.wikidata.org/entity/Q106436663,Jessica Goicoechea
http://www.wikidata.org/entity/Q106473576,Dennis Diem
http://www.wikidata.org/entity/Q106480453,Mayu Yukishita
http://www.wikidata.org/entity/Q106484896,Ruth Duréndez
http://www.wikidata.org/entity/Q106486723,Hend Rumaihi
http://www.wikidata.org/entity/Q106489711,Utica Queen
http://www.wikidata.org/entity/Q106548913,Bonnie August
http://www.wikidata.org/entity/Q106554575,Samuel Ross
http://www.wikidata.org/entity/Q106582890,Tiger Morse
http://www.wikidata.org/entity/Q106604086,Jürgen Michaelsen
http://www.wikidata.org/entity/Q106644389,Marijke de Ley
http://www.wikidata.org/entity/Q106674913,Joan Talbot
http://www.wikidata.org/entity/Q106685523,Hill Metselaar
http://www.wikidata.org/entity/Q106685660,Maria Diduch
http://www.wikidata.org/entity/Q106692702,Johan Fredrik Heldt
http://www.wikidata.org/entity/Q106701763,Pasha PG
http://www.wikidata.org/entity/Q106707456,Gary Aspden
http://www.wikidata.org/entity/Q106741334,Rama Rajamouli
http://www.wikidata.org/entity/Q106770506,Trish Papadakos
http://www.wikidata.org/entity/Q106771665,Grandy Chu
