fashionDesigner,designer_name
http://www.wikidata.org/entity/Q7436491,Scott Henshall
http://www.wikidata.org/entity/Q7442426,Sebastian Gunawan
http://www.wikidata.org/entity/Q7456420,Seth Aaron Henderson
http://www.wikidata.org/entity/Q7460101,Shabina Khan
http://www.wikidata.org/entity/Q7462478,Shaina NC
http://www.wikidata.org/entity/Q7489034,Shantanu Goenka
http://www.wikidata.org/entity/Q7490256,Sharon Wauchob
http://www.wikidata.org/entity/Q7493145,Sheila Scotter
http://www.wikidata.org/entity/Q7495434,Sherry Wolf
http://www.wikidata.org/entity/Q7498600,Shirin Guild
http://www.wikidata.org/entity/Q7502337,Shoshanna Lonstein-Gruss
http://www.wikidata.org/entity/Q7517055,Silvia Tcherassi Solano
http://www.wikidata.org/entity/Q7518434,Simon Chang
http://www.wikidata.org/entity/Q7518637,Simon Doonan
http://www.wikidata.org/entity/Q7519606,Simon Rademan
http://www.wikidata.org/entity/Q7519808,Simon Spurr
http://www.wikidata.org/entity/Q7520369,Simone Mirman
http://www.wikidata.org/entity/Q7561703,Sonia Fares
http://www.wikidata.org/entity/Q7561909,Sonja Nuttall
http://www.wikidata.org/entity/Q7561918,Sonja de Lennart
http://www.wikidata.org/entity/Q7562953,Sophie Albou
http://www.wikidata.org/entity/Q7563000,Sophie Gimbel
http://www.wikidata.org/entity/Q7563010,Sophie Hulme
http://www.wikidata.org/entity/Q7586576,Sruli Recht
http://www.wikidata.org/entity/Q7596031,Stacy Igel
http://www.wikidata.org/entity/Q7607100,Stella Mary Newton
http://www.wikidata.org/entity/Q9169231,Bernard Hanaoka
http://www.wikidata.org/entity/Q9184621,Carlo Renzo
http://www.wikidata.org/entity/Q9256864,Ewa Szabatin
http://www.wikidata.org/entity/Q9265281,Gail Elliott
http://www.wikidata.org/entity/Q9276085,Grażyna Paturalska
http://www.wikidata.org/entity/Q9309410,Q9309410
http://www.wikidata.org/entity/Q9311511,Roderick Kingsley
http://www.wikidata.org/entity/Q9348538,Svein Ove Kirkhorn
http://www.wikidata.org/entity/Q9614430,André Luiz Chapéu
http://www.wikidata.org/entity/Q10264377,David Azulay
http://www.wikidata.org/entity/Q10265069,Dener Pamplona de Abreu
http://www.wikidata.org/entity/Q10265101,Dennis Dauttmam
http://www.wikidata.org/entity/Q10265254,Pacino Wan
http://www.wikidata.org/entity/Q10281492,Fernando Pires
http://www.wikidata.org/entity/Q10290255,Glória Coelho
http://www.wikidata.org/entity/Q10294384,Heitor Werneck
http://www.wikidata.org/entity/Q10298807,Hugo Veiga
http://www.wikidata.org/entity/Q10299234,Hércules Barsotti
http://www.wikidata.org/entity/Q10303838,Isabela Capeto
http://www.wikidata.org/entity/Q10303914,Isilda Pelicano
http://www.wikidata.org/entity/Q10310025,José Maria de Sousa
http://www.wikidata.org/entity/Q10312929,Jum Nakao
http://www.wikidata.org/entity/Q10314024,Katty Xiomara
http://www.wikidata.org/entity/Q10322907,Madame Sher
http://www.wikidata.org/entity/Q10324742,Manuela Tojal
http://www.wikidata.org/entity/Q10325167,Marcelo Sommer
http://www.wikidata.org/entity/Q10325349,Marco Sabino
http://www.wikidata.org/entity/Q10325869,Maria Gambina
http://www.wikidata.org/entity/Q10326617,Markito
http://www.wikidata.org/entity/Q10329882,Miguel Vieira
http://www.wikidata.org/entity/Q10336625,Ney Galvão
http://www.wikidata.org/entity/Q10338189,Nuno Gama
http://www.wikidata.org/entity/Q10342236,Oskar Metsavaht
http://www.wikidata.org/entity/Q10346474,Paulo Borges
http://www.wikidata.org/entity/Q10347565,Pedro Lourenço
http://www.wikidata.org/entity/Q10358953,Reinaldo Lourenço
http://www.wikidata.org/entity/Q10359342,Renato Loureiro
http://www.wikidata.org/entity/Q10364361,Ronaldo Fraga
http://www.wikidata.org/entity/Q10364387,Ronaldo Ésper
http://www.wikidata.org/entity/Q10371743,Simão Azulay
http://www.wikidata.org/entity/Q10383220,Tony Miranda
http://www.wikidata.org/entity/Q10389755,Vera Arruda
http://www.wikidata.org/entity/Q10393140,Walério Araújo
http://www.wikidata.org/entity/Q10412346,Anna Holtblad
http://www.wikidata.org/entity/Q10535842,Ottavio Missoni
http://www.wikidata.org/entity/Q10577186,Maria Knutsson
http://www.wikidata.org/entity/Q10857618,Zdeněk Marek
http://www.wikidata.org/entity/Q10872855,Nabilla Benattia
http://www.wikidata.org/entity/Q10899539,Eddie Lau
http://www.wikidata.org/entity/Q10931894,Margaret Ha
http://www.wikidata.org/entity/Q11038902,Lie Sang Bong
http://www.wikidata.org/entity/Q11099766,Junaid Jamshed
http://www.wikidata.org/entity/Q11154894,Leo Rocco
http://www.wikidata.org/entity/Q11158353,Blanka Matragi
http://www.wikidata.org/entity/Q11228806,Yūichi Kuroda
http://www.wikidata.org/entity/Q11266355,Lee Young-hee
http://www.wikidata.org/entity/Q11267102,Go Akiue
http://www.wikidata.org/entity/Q11291439,Q11291439
http://www.wikidata.org/entity/Q11297329,Carol Christian Poell
http://www.wikidata.org/entity/Q11299270,Christopher Nemeth
http://www.wikidata.org/entity/Q11302043,Junko Koshino
http://www.wikidata.org/entity/Q11302044,Hiroko Koshino
http://www.wikidata.org/entity/Q11312292,Stephan Schneider
http://www.wikidata.org/entity/Q11316123,Tadashi Shoji
http://www.wikidata.org/entity/Q11318814,Tsuyoci Etoiles
http://www.wikidata.org/entity/Q11321327,Tony Crosbie
http://www.wikidata.org/entity/Q11323672,Nao Takekoshi
http://www.wikidata.org/entity/Q11331712,Peeco
http://www.wikidata.org/entity/Q11341043,Mario Muscariello
http://www.wikidata.org/entity/Q11345773,Yumi Charraut
http://www.wikidata.org/entity/Q11346194,Jurgen Lehl
http://www.wikidata.org/entity/Q11365297,Toshiko Nakamura
http://www.wikidata.org/entity/Q11365374,Katsuya Nakamura
http://www.wikidata.org/entity/Q11367725,Hiromichi Nakano
http://www.wikidata.org/entity/Q11368217,Keita Maruyama
http://www.wikidata.org/entity/Q11379801,Yumi Itō
http://www.wikidata.org/entity/Q11380379,Hanii Itō
http://www.wikidata.org/entity/Q11386015,Taishi Nobukuni
http://www.wikidata.org/entity/Q11416351,Ichirō Kimijima
http://www.wikidata.org/entity/Q11427675,Hiroyuki Horihata
http://www.wikidata.org/entity/Q11434052,Sueko Ōtsuka
http://www.wikidata.org/entity/Q11437912,Taeko Otagaki
http://www.wikidata.org/entity/Q11443662,Yumihiko Amano
http://www.wikidata.org/entity/Q11444511,Taro
http://www.wikidata.org/entity/Q11449453,Masahito Uji
http://www.wikidata.org/entity/Q11449547,Eri Utsugi
http://www.wikidata.org/entity/Q11454740,Yoshio Miyagawa
http://www.wikidata.org/entity/Q11460363,Shūhei Ogawa
http://www.wikidata.org/entity/Q11463439,Yuma Koshino
http://www.wikidata.org/entity/Q11463632,Yoshiyuki Konishi
http://www.wikidata.org/entity/Q11463974,Akira Onozuka
http://www.wikidata.org/entity/Q11465404,Daisuke Obana
http://www.wikidata.org/entity/Q11485560,Mitsuharu Hirose
http://www.wikidata.org/entity/Q11500204,Jōtarō Saitō
http://www.wikidata.org/entity/Q11513182,Sadaharu Hoshino
http://www.wikidata.org/entity/Q11518689,Shunsaku Kimura
http://www.wikidata.org/entity/Q11522372,Yoshiko Sugino
http://www.wikidata.org/entity/Q11529968,Shunsuke Matsuoka
http://www.wikidata.org/entity/Q11532002,Mitsuhiro Matsuda
http://www.wikidata.org/entity/Q11535799,Tao Kurihara
http://www.wikidata.org/entity/Q11536843,Yumi Katsura
http://www.wikidata.org/entity/Q11537570,Yōko Kuwasawa
http://www.wikidata.org/entity/Q11539331,Ben Mori
http://www.wikidata.org/entity/Q11540664,Itsuko Ueda
http://www.wikidata.org/entity/Q11540739,Hiromu Uetake
http://www.wikidata.org/entity/Q11549413,Masao Mizuno
http://www.wikidata.org/entity/Q11550433,Atsuko Nagano
http://www.wikidata.org/entity/Q11552405,Q11552405
http://www.wikidata.org/entity/Q11557388,Takuya Asano
http://www.wikidata.org/entity/Q11561665,Shibuya Zarny
http://www.wikidata.org/entity/Q11562252,Kōji Watanabe
http://www.wikidata.org/entity/Q11562596,Yukisaburō Watanabe
http://www.wikidata.org/entity/Q11565215,Shinsuke Takizawa
http://www.wikidata.org/entity/Q11565236,Naoki Takizawa
http://www.wikidata.org/entity/Q11568795,Tokio Kumagai
http://www.wikidata.org/entity/Q11575361,Chiyo Tanaka
http://www.wikidata.org/entity/Q11578002,Mariko Kōga
http://www.wikidata.org/entity/Q11580944,Akira Minagawa
http://www.wikidata.org/entity/Q11586787,Shōsuke Ishizu
http://www.wikidata.org/entity/Q11588492,Tomoki Sukezane
http://www.wikidata.org/entity/Q11590533,Uno Kanda
http://www.wikidata.org/entity/Q11594173,Harumi Fukuda
http://www.wikidata.org/entity/Q11596983,Yoshie Inaba
http://www.wikidata.org/entity/Q11598750,Michi Takehisa
http://www.wikidata.org/entity/Q11615116,Yukiko Hanai
http://www.wikidata.org/entity/Q11616564,Chinatsu Wakatsuki
http://www.wikidata.org/entity/Q11618602,Shin'ichirō Arakawa
http://www.wikidata.org/entity/Q11620212,Yoshiki Hishinuma
http://www.wikidata.org/entity/Q11624794,Kyoichi Fujita
http://www.wikidata.org/entity/Q11627836,Tetsu Nishiyama
http://www.wikidata.org/entity/Q11629421,Tomoyo Nishiwaki
http://www.wikidata.org/entity/Q11644200,Keito Sakai
http://www.wikidata.org/entity/Q11649308,Michiko Suzuki
http://www.wikidata.org/entity/Q11651352,Yukiyo Kagamida
http://www.wikidata.org/entity/Q11653645,Toshiaki Nagakusa
http://www.wikidata.org/entity/Q11653929,Mayumi Hasegawa
http://www.wikidata.org/entity/Q11659266,Masaki
http://www.wikidata.org/entity/Q11671463,Jun Takahashi
http://www.wikidata.org/entity/Q11674875,Yuki Torii
http://www.wikidata.org/entity/Q11675532,Yōko Kamoi
http://www.wikidata.org/entity/Q11678442,Maiko Kurogouchi
http://www.wikidata.org/entity/Q11684590,Agata Wojtkiewicz
http://www.wikidata.org/entity/Q11686024,Andrzej Osiecki
http://www.wikidata.org/entity/Q11702133,Randy Fenoli
http://www.wikidata.org/entity/Q11708806,Helena Bohle-Szacka
http://www.wikidata.org/entity/Q11715882,Jadwiga Grabowska
http://www.wikidata.org/entity/Q11724325,Jerzy Antkowiak
http://www.wikidata.org/entity/Q11727431,Joanna Klimas
http://www.wikidata.org/entity/Q11733336,Kaya Ploss Mirecka
http://www.wikidata.org/entity/Q11767715,Marcin Mostafa
http://www.wikidata.org/entity/Q11769167,Maria Strzelecka
http://www.wikidata.org/entity/Q11770753,Martti Kellokumpu
http://www.wikidata.org/entity/Q11772219,Małgorzata Baczyńska
http://www.wikidata.org/entity/Q11831961,Cindy Ambuehl
http://www.wikidata.org/entity/Q11836295,Marjorie Montgomery
http://www.wikidata.org/entity/Q11836904,Teresa Rosati
http://www.wikidata.org/entity/Q11850079,Aili-Salli Ahde-Kjäldman
http://www.wikidata.org/entity/Q11850333,Aki Choklat
http://www.wikidata.org/entity/Q11851414,Angelo Galasso
http://www.wikidata.org/entity/Q11851675,Anne Linnonmaa
http://www.wikidata.org/entity/Q11862005,Helen Brockman
http://www.wikidata.org/entity/Q11867761,Jukka Pellinen
http://www.wikidata.org/entity/Q11869410,Kalle Kuusela
http://www.wikidata.org/entity/Q11873077,Kristine Vikse
http://www.wikidata.org/entity/Q11882901,Minna Cheung
http://www.wikidata.org/entity/Q11882914,Minna Parikka
http://www.wikidata.org/entity/Q11882991,Mirkka Metsola
http://www.wikidata.org/entity/Q11886956,Paula Häiväoja
http://www.wikidata.org/entity/Q11890966,Ritva-Liisa Pohjalainen
http://www.wikidata.org/entity/Q11890968,Ritva Falla
http://www.wikidata.org/entity/Q11892227,Sami Tapani Korhonen
http://www.wikidata.org/entity/Q11892282,Samu-Jussi Koski
http://www.wikidata.org/entity/Q11897535,Tiia Vanhatapio
http://www.wikidata.org/entity/Q11912538,Caroline Montagne Roux
http://www.wikidata.org/entity/Q11916717,David Valls i Biosca
http://www.wikidata.org/entity/Q11928643,Josep Lluís Steuri i Gómez
http://www.wikidata.org/entity/Q11980822,Kjell A. Nordström
http://www.wikidata.org/entity/Q11988482,Marte Krogh
http://www.wikidata.org/entity/Q11994992,Peder Børresen
http://www.wikidata.org/entity/Q11995316,Per Åge Sivertsen
http://www.wikidata.org/entity/Q12000376,Sigrun Berg
http://www.wikidata.org/entity/Q12002842,Stefan Dahlquist
http://www.wikidata.org/entity/Q12010685,William Duborgh Jensen
http://www.wikidata.org/entity/Q12023408,Jana Fabiánová
http://www.wikidata.org/entity/Q12024526,Jeremy Hackett
http://www.wikidata.org/entity/Q12030235,Kornelie Němečková
http://www.wikidata.org/entity/Q12035372,Marie Copps
http://www.wikidata.org/entity/Q12042993,Osmany Laffita
http://www.wikidata.org/entity/Q12061034,Eric de Kolb
http://www.wikidata.org/entity/Q12088774,Veronika Jeanvie Paris
http://www.wikidata.org/entity/Q12145629,Lilia Poustovit
http://www.wikidata.org/entity/Q12165460,Q12165460
http://www.wikidata.org/entity/Q12176833,Jorge Duque Vélez
http://www.wikidata.org/entity/Q12195750,Basil Soda
http://www.wikidata.org/entity/Q12206624,Joelle Behlok
http://www.wikidata.org/entity/Q12211379,Dana Hamdan
http://www.wikidata.org/entity/Q12216572,Salma Salem
http://www.wikidata.org/entity/Q12224143,Abed Mahfouz
http://www.wikidata.org/entity/Q12240460,Q12240460
http://www.wikidata.org/entity/Q12249515,Nicolas Jebran
http://www.wikidata.org/entity/Q12249757,Heba Jamal
http://www.wikidata.org/entity/Q12259660,Ion Fiz
http://www.wikidata.org/entity/Q12263711,Miriam Okariz
http://www.wikidata.org/entity/Q12279384,Evgenya Zhivkova
http://www.wikidata.org/entity/Q12280056,Zhana Zhevkova
http://www.wikidata.org/entity/Q12287779,Natali Genova
http://www.wikidata.org/entity/Q12288014,Nevena Nikolova
http://www.wikidata.org/entity/Q12289938,Paraskeva Ilieva
http://www.wikidata.org/entity/Q12303627,Bitte Kai Rand
http://www.wikidata.org/entity/Q12306446,Claudia Rex
http://www.wikidata.org/entity/Q12310390,Erik Mortensen
http://www.wikidata.org/entity/Q12319159,Jean Voigt
http://www.wikidata.org/entity/Q12320717,Jørgen Bender
http://www.wikidata.org/entity/Q12324330,Leslie Ming
http://www.wikidata.org/entity/Q12325642,Mads Nørgaard
http://www.wikidata.org/entity/Q12331592,Peter Jensen
http://www.wikidata.org/entity/Q12337269,Stine Goya
http://www.wikidata.org/entity/Q12352027,László Labancz
http://www.wikidata.org/entity/Q12359849,Astra Mõistlik
http://www.wikidata.org/entity/Q12365054,Jana Hallas
http://www.wikidata.org/entity/Q12365600,Juta Piirlaid
http://www.wikidata.org/entity/Q12368779,Liivia Leshkin
http://www.wikidata.org/entity/Q12369734,Mari Aakre
http://www.wikidata.org/entity/Q12372513,Piret Ilves
http://www.wikidata.org/entity/Q12374037,Riina Raheltšik
http://www.wikidata.org/entity/Q12374569,Saima Loik
http://www.wikidata.org/entity/Q12404715,Bari Simon
http://www.wikidata.org/entity/Q12404959,Galit Levi
http://www.wikidata.org/entity/Q12407899,Yuval Caspin
http://www.wikidata.org/entity/Q12424751,Jana Janatová
http://www.wikidata.org/entity/Q12471925,Amy Atmanto
http://www.wikidata.org/entity/Q12486869,Itang Yunasz
http://www.wikidata.org/entity/Q12501502,Asha Smara Darra
http://www.wikidata.org/entity/Q12590328,Nora Noh
http://www.wikidata.org/entity/Q12594529,Martine Sitbon
http://www.wikidata.org/entity/Q12612530,Q12612530
http://www.wikidata.org/entity/Q12656943,Ivo Nikkolo
http://www.wikidata.org/entity/Q12664479,Marija Matušakaitė
http://www.wikidata.org/entity/Q12718293,Simen Staalnacke
http://www.wikidata.org/entity/Q12719972,Adina Buzatu
http://www.wikidata.org/entity/Q12731070,Irina Schrotter
http://www.wikidata.org/entity/Q12731435,Joseph Seroussi
http://www.wikidata.org/entity/Q12744036,Zina Dumitrescu
http://www.wikidata.org/entity/Q12746066,Milan Marković
http://www.wikidata.org/entity/Q12751119,Q12751119
http://www.wikidata.org/entity/Q12770237,Lea Fekete
http://www.wikidata.org/entity/Q12787556,Diana Kotnik Lavtižar
http://www.wikidata.org/entity/Q12808744,Barbaros Şansal
http://www.wikidata.org/entity/Q12813703,Ilona Bakó
http://www.wikidata.org/entity/Q12839947,Q12839947
http://www.wikidata.org/entity/Q12872293,Angelo Figus
http://www.wikidata.org/entity/Q12875213,Q12875213
http://www.wikidata.org/entity/Q12875261,Yannis Tseklenis
http://www.wikidata.org/entity/Q12881298,Billy Bo
http://www.wikidata.org/entity/Q12881954,Q12881954
http://www.wikidata.org/entity/Q12885221,Q12885221
http://www.wikidata.org/entity/Q13013238,Koi Suwannagate
http://www.wikidata.org/entity/Q13014474,Sheranut Yusanonda
http://www.wikidata.org/entity/Q13022072,Somsī Sukumonlanan
http://www.wikidata.org/entity/Q13033006,Q13033006
http://www.wikidata.org/entity/Q13134638,Anouk Wipprecht
http://www.wikidata.org/entity/Q13418839,James Ferragamo
http://www.wikidata.org/entity/Q13424634,Christian Siriano
http://www.wikidata.org/entity/Q13455750,Cargelli
http://www.wikidata.org/entity/Q13560645,Tinsley Mortimer
http://www.wikidata.org/entity/Q13560797,Kendra Scott
http://www.wikidata.org/entity/Q13561666,L'Wren Scott
http://www.wikidata.org/entity/Q13569894,Jane Derby
http://www.wikidata.org/entity/Q13583387,Margaret
http://www.wikidata.org/entity/Q13606845,Abigail Keats
http://www.wikidata.org/entity/Q13606850,Jenny Kee
http://www.wikidata.org/entity/Q13635195,Gints Bude
http://www.wikidata.org/entity/Q13635549,Gunhild Nygaard
http://www.wikidata.org/entity/Q13636099,Hilde Marstrander
http://www.wikidata.org/entity/Q13643152,Lena Himmelstein
http://www.wikidata.org/entity/Q14313271,Saskia van Drimmelen
http://www.wikidata.org/entity/Q14484510,Jeremy Scott
http://www.wikidata.org/entity/Q14517103,Véronique Leroy
http://www.wikidata.org/entity/Q14524660,Barbara Engel
http://www.wikidata.org/entity/Q14751633,Michalis Aslanis
http://www.wikidata.org/entity/Q14777750,Hans Ubbink
http://www.wikidata.org/entity/Q14863320,Sheila de Vries
http://www.wikidata.org/entity/Q14918130,Natalia Jaroszewska
http://www.wikidata.org/entity/Q14943175,Ann Salens
http://www.wikidata.org/entity/Q15054493,Victor Edelstein
http://www.wikidata.org/entity/Q15078587,Paul Schulten
http://www.wikidata.org/entity/Q15081788,Tamara Sánchez
http://www.wikidata.org/entity/Q15114063,Q15114063
http://www.wikidata.org/entity/Q15118713,Lisa Turtle
http://www.wikidata.org/entity/Q15188000,Monika Jaruzelska
http://www.wikidata.org/entity/Q15211605,Mai Lan
http://www.wikidata.org/entity/Q15215572,Lola Beer Ebner
http://www.wikidata.org/entity/Q15228961,Tex Saverio
http://www.wikidata.org/entity/Q15272996,Avtandil
http://www.wikidata.org/entity/Q15402332,Johanna Kühl
http://www.wikidata.org/entity/Q15428255,Franco Barberis
http://www.wikidata.org/entity/Q15437985,Wiebke Siem
http://www.wikidata.org/entity/Q15443219,John Cavanagh
http://www.wikidata.org/entity/Q15450436,Katell Gélébart
http://www.wikidata.org/entity/Q15461487,Marion Foale
http://www.wikidata.org/entity/Q15486017,Josie Natori
http://www.wikidata.org/entity/Q15504470,Roberta Scarpa
http://www.wikidata.org/entity/Q15534440,Ektor
http://www.wikidata.org/entity/Q15545078,Irakli Gamrekeli
http://www.wikidata.org/entity/Q15641140,Benito Marczuk
http://www.wikidata.org/entity/Q15664654,Mona Almansouri
http://www.wikidata.org/entity/Q15690806,Marco Coretti
http://www.wikidata.org/entity/Q15711751,Claes Iversen
http://www.wikidata.org/entity/Q15713498,Helen Britton
http://www.wikidata.org/entity/Q15714975,Joanna Przetakiewicz
http://www.wikidata.org/entity/Q15719489,Marie Deroubaix
http://www.wikidata.org/entity/Q15773849,Julie Skarland
http://www.wikidata.org/entity/Q15782288,Alexandra Fischer-Roehler
http://www.wikidata.org/entity/Q15789341,Bonnie Erickson
http://www.wikidata.org/entity/Q15792577,Bent Angelo Jensen
http://www.wikidata.org/entity/Q15829867,Cleo
http://www.wikidata.org/entity/Q15839353,Tim Weiland
http://www.wikidata.org/entity/Q15839498,Papis Loveday
http://www.wikidata.org/entity/Q15845121,Tilmann Wröbel
http://www.wikidata.org/entity/Q15873901,Christian Wijnants
http://www.wikidata.org/entity/Q15873910,Christophe Coppens
http://www.wikidata.org/entity/Q15874532,Dinie Besems
http://www.wikidata.org/entity/Q15874919,Emmy van Leersum
http://www.wikidata.org/entity/Q15876744,Iris Eichenberg
http://www.wikidata.org/entity/Q15878748,Lilian Ducelle
http://www.wikidata.org/entity/Q15878757,Linda Loppa
http://www.wikidata.org/entity/Q15878892,Lucy Zom
http://www.wikidata.org/entity/Q15881483,Roy Donders
http://www.wikidata.org/entity/Q15903322,Mako Kojima
http://www.wikidata.org/entity/Q15918237,Germaine Bongard
http://www.wikidata.org/entity/Q15921905,Norma Kamali
http://www.wikidata.org/entity/Q15922419,Q15922419
http://www.wikidata.org/entity/Q15927192,Mari Otberg
http://www.wikidata.org/entity/Q15946531,Yu Feng
http://www.wikidata.org/entity/Q15956259,Sara Forsberg
http://www.wikidata.org/entity/Q15969100,John Rocha
http://www.wikidata.org/entity/Q15969689,Francis Tien
http://www.wikidata.org/entity/Q15970964,Victor Lhuer
http://www.wikidata.org/entity/Q15972496,Lulu Kennedy
http://www.wikidata.org/entity/Q15973005,Kate Stoltzfus
http://www.wikidata.org/entity/Q15973317,Karine Arabian
http://www.wikidata.org/entity/Q15982520,Hassan Sheheryar Yasin
http://www.wikidata.org/entity/Q15992825,Lilian Cahn
http://www.wikidata.org/entity/Q15992985,Frederick Fox
http://www.wikidata.org/entity/Q16006639,Loudon Sainthill
http://www.wikidata.org/entity/Q16009373,Nettie Rosenstein
http://www.wikidata.org/entity/Q16012440,Aldo Gucci
http://www.wikidata.org/entity/Q16012682,Nell Donnelly Reed
http://www.wikidata.org/entity/Q16012954,Mary Ann DeWeese
http://www.wikidata.org/entity/Q16014157,Ivy May Pearce
http://www.wikidata.org/entity/Q16019175,Charles Nolan
http://www.wikidata.org/entity/Q16019259,Sven Westendorp
http://www.wikidata.org/entity/Q16019784,Robert L. Spencer
http://www.wikidata.org/entity/Q16034564,Christoph Drecoll
http://www.wikidata.org/entity/Q16068691,Dorothea Prühl
http://www.wikidata.org/entity/Q16069772,Maria Blaisse
http://www.wikidata.org/entity/Q16087612,Paula Stafford
http://www.wikidata.org/entity/Q16088106,Boris Nikolić
http://www.wikidata.org/entity/Q16089651,Juli Lynne Charlot
http://www.wikidata.org/entity/Q16091467,George Halley
http://www.wikidata.org/entity/Q16091744,Huguette Caland
http://www.wikidata.org/entity/Q16092878,Tzaims Luksus
http://www.wikidata.org/entity/Q16105948,Terry de Havilland
http://www.wikidata.org/entity/Q16114284,Richard Cawley
http://www.wikidata.org/entity/Q16115794,Maripol
http://www.wikidata.org/entity/Q16120378,Jean Cacicedo
http://www.wikidata.org/entity/Q16124651,Rakan Khalid
http://www.wikidata.org/entity/Q16125629,Larbi Bougamha
http://www.wikidata.org/entity/Q16127545,Q16127545
http://www.wikidata.org/entity/Q16131177,Ilana Efrati
http://www.wikidata.org/entity/Q16131524,Jerry Melitz
http://www.wikidata.org/entity/Q16141007,Supamas Phahulo
http://www.wikidata.org/entity/Q16142727,Sherri Hill
http://www.wikidata.org/entity/Q16145870,Wendy Dagworthy
http://www.wikidata.org/entity/Q16146200,Kaylin Andres
http://www.wikidata.org/entity/Q16146342,Tôn Hiếu Anh
http://www.wikidata.org/entity/Q16148229,Aka Nanitashvili
http://www.wikidata.org/entity/Q16148705,Anouki Areshidze
http://www.wikidata.org/entity/Q16149116,Spencer Antle
http://www.wikidata.org/entity/Q16149604,Alessandra Meskita
http://www.wikidata.org/entity/Q16149992,Estrella Archs
http://www.wikidata.org/entity/Q16150361,Aslan Ahmadov
http://www.wikidata.org/entity/Q16151863,Joe Mimran
http://www.wikidata.org/entity/Q16167961,Mario Cadenas
http://www.wikidata.org/entity/Q16172128,Asunción Bastida i Pibernat
http://www.wikidata.org/entity/Q16183992,Felix Boukobza
http://www.wikidata.org/entity/Q16186665,Andrew Fezza
http://www.wikidata.org/entity/Q16186782,Mary Jane Marcasiano
http://www.wikidata.org/entity/Q16186887,Edmund Ser
http://www.wikidata.org/entity/Q16187001,Joe Casely-Hayford
http://www.wikidata.org/entity/Q16187068,James Ferreira
http://www.wikidata.org/entity/Q16188939,Sue Clowes
http://www.wikidata.org/entity/Q16190127,Gunda Beeg
http://www.wikidata.org/entity/Q16193677,Louise Kennedy
http://www.wikidata.org/entity/Q16193771,Annelies Nuy
http://www.wikidata.org/entity/Q16194315,Janie Schaffer
http://www.wikidata.org/entity/Q16195465,Christian Lagerwaard
http://www.wikidata.org/entity/Q16195866,Stephen Williams
http://www.wikidata.org/entity/Q16196622,Hayden Ng
http://www.wikidata.org/entity/Q16196678,François Russo
http://www.wikidata.org/entity/Q7608509,"Stephen ""Suede"" Baum"
http://www.wikidata.org/entity/Q7608814,Stephen Burrows
http://www.wikidata.org/entity/Q7610582,Stephen Sprouse
http://www.wikidata.org/entity/Q7614442,Steven Alan
http://www.wikidata.org/entity/Q7615212,Steven Rosengard
http://www.wikidata.org/entity/Q7615575,Stevie Boi
http://www.wikidata.org/entity/Q7627129,Stuart Stockdale
http://www.wikidata.org/entity/Q7627190,Stuart Vevers
http://www.wikidata.org/entity/Q7636460,Sully Bonnelly
http://www.wikidata.org/entity/Q7636923,Sumalagu
http://www.wikidata.org/entity/Q7639928,Suneet Varma
http://www.wikidata.org/entity/Q7646292,Surily Goel
http://www.wikidata.org/entity/Q7647971,Susan Holmes
http://www.wikidata.org/entity/Q7648154,Susan Matheson
http://www.wikidata.org/entity/Q7648729,Susannah Constantine
http://www.wikidata.org/entity/Q7649077,Susien Chong
http://www.wikidata.org/entity/Q7650902,Suzanne Lee
http://www.wikidata.org/entity/Q7652357,Sveta Planman
http://www.wikidata.org/entity/Q7659509,Sybil Connolly
http://www.wikidata.org/entity/Q7674711,Tae Ashida
http://www.wikidata.org/entity/Q7678048,Takeo Kikuchi
http://www.wikidata.org/entity/Q7678744,Tala Raassi
http://www.wikidata.org/entity/Q7684018,Tanya Ling
http://www.wikidata.org/entity/Q7685079,Tara Jarmon
http://www.wikidata.org/entity/Q7686940,Tarun Tahiliani
http://www.wikidata.org/entity/Q7690349,Tayuka Nakanishi
http://www.wikidata.org/entity/Q7701720,Tere Tereba
http://www.wikidata.org/entity/Q7799505,Thuy Diep
http://www.wikidata.org/entity/Q7801557,Tigerlily Hill
http://www.wikidata.org/entity/Q7803590,Tim Hamilton
http://www.wikidata.org/entity/Q7804310,Tim Soar
http://www.wikidata.org/entity/Q7807185,Timothy Everest
http://www.wikidata.org/entity/Q7809982,Titi Kwan
http://www.wikidata.org/entity/Q7810530,Tiziana Domínguez
http://www.wikidata.org/entity/Q7818472,Tomasz Starzewski
http://www.wikidata.org/entity/Q7819809,Tommy Roberts
http://www.wikidata.org/entity/Q7821300,Toni Matičevski
http://www.wikidata.org/entity/Q7831807,Tracy Negoshian
http://www.wikidata.org/entity/Q7831831,Tracy Reese
http://www.wikidata.org/entity/Q7836122,Traver Rains
http://www.wikidata.org/entity/Q7837996,Trelise Cooper
http://www.wikidata.org/entity/Q7850133,Tsumori Chisato
http://www.wikidata.org/entity/Q7851504,Tufi Duek
http://www.wikidata.org/entity/Q7889002,United Nude
http://www.wikidata.org/entity/Q7914578,Vaneeza Ahmad
http://www.wikidata.org/entity/Q7914695,Vanessa Noel
http://www.wikidata.org/entity/Q7919692,Venera Mustafa
http://www.wikidata.org/entity/Q7920746,Vera Borea
http://www.wikidata.org/entity/Q7920803,Vera Maxwell
http://www.wikidata.org/entity/Q7922448,Veronica Scott
